Filename;Width;Height;Roi.X1;Roi.Y1;Roi.X2;Roi.Y2;ClassId
00000_00000.ppm;36;36;6;6;31;31;8
00000_00001.ppm;35;37;5;6;30;32;8
00000_00002.ppm;36;36;5;5;31;31;8
00000_00003.ppm;37;37;5;5;32;32;8
00000_00004.ppm;38;38;5;6;33;33;8
00000_00005.ppm;38;37;5;5;33;32;8
00000_00006.ppm;40;39;6;6;35;34;8
00000_00007.ppm;40;39;6;5;35;34;8
00000_00008.ppm;38;39;5;5;33;34;8
00000_00009.ppm;39;39;6;5;34;34;8
00000_00010.ppm;40;42;6;6;35;37;8
00000_00011.ppm;40;41;6;5;35;36;8
00000_00012.ppm;40;44;5;6;35;39;8
00000_00013.ppm;41;44;6;6;36;39;8
00000_00014.ppm;41;44;6;6;36;39;8
00000_00015.ppm;42;43;6;5;37;38;8
00000_00016.ppm;42;44;5;5;37;39;8
00000_00017.ppm;44;46;6;6;39;41;8
00000_00018.ppm;44;47;5;6;39;42;8
00000_00019.ppm;45;48;5;6;40;43;8
00000_00020.ppm;47;50;6;6;42;45;8
00000_00021.ppm;47;50;5;5;42;45;8
00000_00022.ppm;48;52;5;6;43;47;8
00000_00023.ppm;50;53;6;6;45;48;8
00000_00024.ppm;51;54;6;6;46;49;8
00000_00025.ppm;51;55;5;6;46;50;8
00000_00026.ppm;51;55;5;5;46;50;8
00000_00027.ppm;53;56;6;5;48;51;8
00000_00028.ppm;57;59;6;5;52;54;8
00000_00029.ppm;57;59;6;5;52;54;8
00001_00000.ppm;27;27;6;5;22;22;8
00001_00001.ppm;27;28;5;6;21;23;8
00001_00002.ppm;27;28;5;5;22;23;8
00001_00003.ppm;28;30;6;6;23;24;8
00001_00004.ppm;28;30;5;6;23;25;8
00001_00005.ppm;30;31;6;6;25;26;8
00001_00006.ppm;30;31;5;5;25;26;8
00001_00007.ppm;31;31;6;5;26;26;8
00001_00008.ppm;31;32;5;5;26;27;8
00001_00009.ppm;33;33;6;5;28;28;8
00001_00010.ppm;33;34;5;5;28;29;8
00001_00011.ppm;36;37;6;6;30;31;8
00001_00012.ppm;36;38;5;6;30;32;8
00001_00013.ppm;38;38;5;5;32;33;8
00001_00014.ppm;39;38;6;5;33;33;8
00001_00015.ppm;38;39;5;5;33;34;8
00001_00016.ppm;39;41;5;6;34;36;8
00001_00017.ppm;41;43;6;6;36;37;8
00001_00018.ppm;42;43;5;5;37;37;8
00001_00019.ppm;43;44;5;5;38;38;8
00001_00020.ppm;46;45;6;5;41;40;8
00001_00021.ppm;49;49;6;6;44;43;8
00001_00022.ppm;51;51;5;6;45;45;8
00001_00023.ppm;53;52;6;6;48;47;8
00001_00024.ppm;57;55;6;5;51;49;8
00001_00025.ppm;61;60;5;5;56;55;8
00001_00026.ppm;70;68;6;6;64;62;8
00001_00027.ppm;77;73;7;6;71;67;8
00001_00028.ppm;91;85;8;7;83;78;8
00001_00029.ppm;107;101;10;9;98;92;8
00002_00000.ppm;25;26;5;6;20;21;8
00002_00001.ppm;27;27;6;6;22;22;8
00002_00002.ppm;27;27;5;5;21;21;8
00002_00003.ppm;27;29;5;6;22;23;8
00002_00004.ppm;27;29;5;6;22;23;8
00002_00005.ppm;28;28;5;5;23;22;8
00002_00006.ppm;28;29;5;6;23;24;8
00002_00007.ppm;29;30;5;6;23;24;8
00002_00008.ppm;31;31;6;6;25;25;8
00002_00009.ppm;31;31;6;6;26;26;8
00002_00010.ppm;32;32;6;6;26;26;8
00002_00011.ppm;32;32;5;5;26;26;8
00002_00012.ppm;34;34;6;6;28;28;8
00002_00013.ppm;34;34;6;5;29;28;8
00002_00014.ppm;36;35;6;5;31;30;8
00002_00015.ppm;36;37;5;6;31;32;8
00002_00016.ppm;37;37;5;5;32;32;8
00002_00017.ppm;39;40;5;6;34;34;8
00002_00018.ppm;41;40;5;5;36;35;8
00002_00019.ppm;43;41;6;6;38;36;8
00002_00020.ppm;45;43;6;6;40;38;8
00002_00021.ppm;49;46;6;5;44;41;8
00002_00022.ppm;52;51;5;6;46;45;8
00002_00023.ppm;56;53;6;5;51;48;8
00002_00024.ppm;60;56;6;5;55;51;8
00002_00025.ppm;64;61;5;6;59;56;8
00002_00026.ppm;75;68;7;6;69;62;8
00002_00027.ppm;81;72;8;7;74;66;8
00002_00028.ppm;92;81;9;7;84;74;8
00002_00029.ppm;107;95;9;9;97;87;8
00003_00000.ppm;29;28;6;5;24;23;8
00003_00001.ppm;29;28;6;5;24;23;8
00003_00002.ppm;30;30;6;6;25;25;8
00003_00003.ppm;31;29;6;5;25;24;8
00003_00004.ppm;30;31;5;6;25;26;8
00003_00005.ppm;32;32;6;6;26;26;8
00003_00006.ppm;32;32;6;6;27;27;8
00003_00007.ppm;32;31;5;5;26;26;8
00003_00008.ppm;32;32;5;5;27;27;8
00003_00009.ppm;33;33;5;5;27;27;8
00003_00010.ppm;35;35;6;6;29;29;8
00003_00011.ppm;34;34;5;5;29;29;8
00003_00012.ppm;34;34;5;5;29;29;8
00003_00013.ppm;35;35;5;5;30;30;8
00003_00014.ppm;38;39;6;6;32;33;8
00003_00015.ppm;37;40;5;6;32;35;8
00003_00016.ppm;40;42;6;6;35;37;8
00003_00017.ppm;40;41;6;5;35;36;8
00003_00018.ppm;42;43;6;6;37;38;8
00003_00019.ppm;44;44;6;5;39;39;8
00003_00020.ppm;46;46;6;5;41;41;8
00003_00021.ppm;47;49;5;6;42;44;8
00003_00022.ppm;49;52;5;6;44;47;8
00003_00023.ppm;54;54;5;5;49;49;8
00003_00024.ppm;54;54;5;5;49;49;8
00003_00025.ppm;54;56;5;6;49;51;8
00003_00026.ppm;58;58;6;5;53;53;8
00003_00027.ppm;63;65;5;6;58;60;8
00003_00028.ppm;70;71;7;7;64;65;8
00003_00029.ppm;71;71;7;6;65;65;8
00004_00000.ppm;28;28;5;5;23;23;8
00004_00001.ppm;29;29;6;5;24;23;8
00004_00002.ppm;29;29;6;5;24;23;8
00004_00003.ppm;28;30;5;6;23;24;8
00004_00004.ppm;30;30;5;5;25;25;8
00004_00005.ppm;31;31;5;5;26;26;8
00004_00006.ppm;31;32;5;6;26;27;8
00004_00007.ppm;32;31;6;5;27;26;8
